,user_name,user_description,tweets,label,date
15036,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting article importance prompt engineering like chatgpt thank marc predicted great example importance ailitercy knowing right look like power critical thinking,positiv,2023-04-22 15:28:20+00:00
15256,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt autogpt solve different task easy complex wow section best,neutral,2023-04-22 13:38:28+00:00
15290,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt elon musk truthgpt rival openai deepmind dont expect achieve short year development gpt,positiv,2023-04-22 13:15:14+00:00
15302,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt access gpt free forefront chat developed usbased startup offer instant response,neutral,2023-04-22 13:10:21+00:00
15343,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt generates novel designer protein tunable protein usable create new material specific mechanical property like toughness flexibility,negativ,2023-04-22 12:51:01+00:00
15390,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt autogpt here autonomous agent taking internet,negativ,2023-04-22 12:27:02+00:00
15396,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt nvidia dilemma march dynamic detailed discussion possible issue advanced emergent property associated danger,positiv,2023-04-22 12:22:42+00:00
15401,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt setup autogpt autonomous gpt,negativ,2023-04-22 12:21:17+00:00
15403,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt elon musk interview tucker carlson openai google truthgpt twitter,negativ,2023-04-22 12:20:07+00:00
15408,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt artificial brain synapsis amp neuromorphic computing open hardware frontier true agi require neuromorphicphotonic cmos multifunctional chip,neutral,2023-04-22 12:16:53+00:00
15412,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt man us midjourney chatgpt resurrect dead grandmother,neutral,2023-04-22 12:15:15+00:00
15416,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt autogpt autonomous agent coming,negativ,2023-04-22 12:14:02+00:00
15421,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt atlassian tap openai collaboration software smarter,negativ,2023-04-22 12:12:25+00:00
15424,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt microsoft building codename athena chip tsmcs node new chip cost microsoft million and cut company cost much,neutral,2023-04-22 12:10:35+00:00
15425,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt inside story chatgpt astonishing potential greg brockman ted,negativ,2023-04-22 12:09:34+00:00
15429,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt nvidia tesla elon musk creates startup called openais chatgpt,positiv,2023-04-22 12:08:25+00:00
15434,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt repost vid showing autogpt agent collaboratively impressive,neutral,2023-04-22 12:05:32+00:00
15436,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt guide getting best autogpt,negativ,2023-04-22 12:03:57+00:00
15439,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla deepmind openai generative gpt autogpt,gpt chatgpt openai artificialintelligence generativeai microsoft google autogpt demis hassabis headup googledeepmind,negativ,2023-04-22 12:02:55+00:00
15572,marian siwiak phd,friendly neighborhood data guy coauthor data mesh action manning cohost between data risk podcast,curious accuracy chatgpt data analysis soon explore potential precise reliable insight help stay ahead curve precisionmatters,neutral,2023-04-22 10:30:00+00:00
15856,naktel kharusi phd,social medium innovation brand image crm knowledge management,question chatgpt impact workplace isn theoretical one chatgpt innovation,positiv,2023-04-22 07:25:02+00:00
15869,michael phd,chief strategist pro senior research fellow data scientist ecole de ponts business school advisor lecturer ucbx behavioral economics,like meet person month join outperform pro denver dnn genai llm outperform prosai airline aviation travel chatgpt generativeai,positiv,2023-04-22 07:13:13+00:00
16241,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,prompt chatgpt question idea work response generate new idea refine existing one read chatgpt promptengineering learning,neutral,2023-04-22 02:05:32+00:00
16626,keith jones phd,host ecrimebytes security researcher opensource cybersecurity coder try post original content love humor word thoughtfulness,chatgpt secretly hiding grandparent humor funny comedy,negativ,2023-04-21 23:50:48+00:00
16632,fernando machuca phd,phd science france goal enhance world reduce poverty,while freelancer losing gig chatgpt client spammed aiwritten content freelancing platform,neutral,2023-04-21 23:43:54+00:00
16638,fernando machuca phd,phd science france goal enhance world reduce poverty,rashi shrivastava hired writer better chatgpt upending freelance world forbes april,neutral,2023-04-21 23:39:14+00:00
16721,jimmy young phd msw mpa,associate director csusm faculty center founder treasurer husitaorg futurist swfutureslab digitalandnewmedialiteracies swtech,thing time asked specific quote notable figure chatgpt lied given quote else know better interesting make,neutral,2023-04-21 22:45:26+00:00
16760,michael phd,chief strategist pro senior research fellow data scientist ecole de ponts business school advisor lecturer ucbx behavioral economics,like meet person month join outperform pro denver dnn genai llm outperform prosai airline aviation travel chatgpt generativeai,positiv,2023-04-21 22:13:25+00:00
16763,keith jones phd,host ecrimebytes security researcher opensource cybersecurity coder try post original content love humor word thoughtfulness,touche chatgpt describes limitation politically correct grandparent,neutral,2023-04-21 22:10:10+00:00
17020,carlotta berry phd noiresteminist,electrical engineering robotics professor noiresteminist drcarlottaberry mastodon drcaberryblacktwitterio likesretweets endorsement,haaaaa better following direction chatgpt,negativ,2023-04-21 20:29:37+00:00
