,0
2177,approval
2178,admiration
2179,approval
2180,neutral
2181,approval
2182,approval
2183,confusion
2184,neutral
2185,annoyance
2186,admiration
2187,neutral
2188,neutral
2189,neutral
2190,realization
2191,confusion
2192,neutral
2193,amusement
2194,disapproval
2195,realization
2196,love
2197,admiration
2198,surprise
2199,realization
2200,neutral
2201,love
2202,approval
2203,neutral
2204,realization
2205,neutral
2206,gratitude
2207,curiosity
2208,neutral
2209,fear
2210,realization
2211,realization
2212,excitement
2213,realization
2214,surprise
2215,neutral
2216,annoyance
2217,approval
2218,surprise
2219,confusion
2220,realization
2221,neutral
2222,curiosity
2223,neutral
2224,curiosity
2225,joy
2226,neutral
2227,curiosity
2228,excitement
2229,admiration
2230,admiration
2231,excitement
2232,confusion
2233,admiration
2234,neutral
2235,excitement
2236,approval
2237,optimism
2238,neutral
2239,approval
2240,disappointment
2241,curiosity
2242,optimism
2243,approval
2244,curiosity
2245,annoyance
2246,excitement
2247,neutral
2248,curiosity
2249,admiration
2250,excitement
2251,optimism
2252,amusement
2253,approval
2254,admiration
2255,approval
2256,neutral
2257,excitement
2258,realization
2259,nervousness
2260,approval
2261,neutral
2262,neutral
2263,joy
2264,neutral
2265,joy
2266,neutral
2267,realization
2268,neutral
2269,confusion
2270,admiration
2271,neutral
2272,approval
2273,realization
2274,neutral
2275,gratitude
2276,relief
2277,admiration
2278,neutral
2279,disappointment
2280,realization
2281,caring
2282,neutral
2283,curiosity
2284,disapproval
2285,neutral
2286,caring
2287,approval
2288,excitement
2289,joy
2290,neutral
2291,gratitude
2292,neutral
2293,admiration
2294,neutral
2295,curiosity
2296,neutral
2297,approval
2298,realization
2299,approval
2300,neutral
2301,neutral
2302,neutral
2303,neutral
2304,approval
2305,annoyance
2306,neutral
2307,confusion
2308,admiration
2309,neutral
2310,neutral
2311,neutral
2312,curiosity
2313,gratitude
2314,neutral
2315,neutral
2316,realization
2317,surprise
2318,neutral
2319,neutral
2320,love
2321,neutral
2322,admiration
2323,disappointment
2324,curiosity
2325,amusement
2326,neutral
2327,confusion
2328,disapproval
2329,neutral
2330,curiosity
2331,excitement
2332,neutral
2333,neutral
2334,amusement
2335,admiration
2336,neutral
2337,approval
2338,realization
2339,neutral
2340,neutral
2341,approval
2342,caring
2343,approval
2344,admiration
2345,neutral
2346,approval
2347,neutral
2348,neutral
2349,annoyance
2350,annoyance
2351,admiration
2352,neutral
2353,neutral
2354,disapproval
2355,surprise
2356,approval
2357,neutral
2358,excitement
2359,realization
2360,approval
2361,neutral
2362,realization
2363,neutral
2364,neutral
2365,neutral
2366,excitement
2367,neutral
2368,approval
2369,amusement
2370,neutral
2371,approval
2372,neutral
2373,sadness
2374,neutral
2375,desire
2376,neutral
2377,admiration
2378,neutral
2379,neutral
2380,neutral
2381,admiration
2382,realization
2383,neutral
2384,fear
2385,neutral
2386,neutral
2387,admiration
2388,neutral
2389,admiration
2390,joy
2391,admiration
2392,admiration
2393,admiration
2394,neutral
2395,approval
2396,neutral
2397,realization
2398,approval
2399,approval
2400,admiration
2401,approval
2402,fear
2403,curiosity
2404,neutral
2405,realization
2406,neutral
2407,curiosity
2408,confusion
2409,admiration
2410,neutral
2411,confusion
2412,neutral
2413,admiration
2414,realization
2415,neutral
2416,curiosity
2417,admiration
2418,neutral
2419,curiosity
2420,realization
2421,realization
2422,realization
2423,excitement
2424,curiosity
2425,realization
2426,anger
2427,neutral
2428,disapproval
2429,approval
2430,neutral
2431,neutral
2432,approval
2433,joy
2434,approval
2435,curiosity
2436,neutral
2437,admiration
2438,optimism
2439,admiration
2440,excitement
2441,realization
2442,neutral
2443,neutral
2444,realization
2445,admiration
2446,desire
2447,neutral
2448,excitement
2449,neutral
2450,excitement
2451,surprise
2452,amusement
2453,amusement
2454,neutral
2455,admiration
2456,approval
2457,admiration
2458,excitement
2459,curiosity
2460,curiosity
2461,amusement
2462,gratitude
2463,realization
2464,neutral
2465,curiosity
2466,neutral
2467,neutral
2468,approval
2469,neutral
2470,neutral
2471,approval
2472,admiration
2473,realization
2474,admiration
2475,gratitude
2476,fear
2477,neutral
2478,optimism
2479,approval
2480,realization
2481,admiration
2482,curiosity
2483,neutral
2484,realization
2485,realization
2486,curiosity
2487,realization
2488,curiosity
2489,neutral
2490,realization
2491,neutral
2492,neutral
2493,realization
2494,joy
2495,neutral
2496,neutral
2497,curiosity
2498,neutral
2499,neutral
2500,curiosity
2501,neutral
2502,embarrassment
2503,approval
2504,neutral
2505,neutral
2506,realization
2507,admiration
2508,neutral
2509,fear
2510,neutral
2511,approval
2512,neutral
2513,neutral
2514,optimism
2515,amusement
2516,neutral
2517,neutral
2518,curiosity
2519,neutral
2520,admiration
2521,curiosity
2522,curiosity
2523,neutral
2524,neutral
2525,curiosity
2526,admiration
2527,neutral
2528,admiration
2529,curiosity
2530,approval
2531,confusion
2532,approval
2533,neutral
2534,optimism
2535,disapproval
2536,curiosity
2537,approval
2538,realization
2539,realization
2540,admiration
2541,neutral
2542,neutral
2543,amusement
2544,neutral
2545,excitement
2546,neutral
2547,neutral
2548,neutral
2549,neutral
2550,neutral
2551,curiosity
2552,approval
2553,realization
2554,neutral
2555,approval
2556,approval
2557,approval
2558,admiration
2559,neutral
2560,realization
2561,neutral
2562,fear
2563,neutral
2564,curiosity
2565,neutral
2566,neutral
2567,love
2568,approval
2569,approval
2570,admiration
2571,approval
2572,neutral
2573,neutral
2574,realization
2575,realization
2576,approval
2577,disapproval
2578,anger
2579,admiration
2580,amusement
2581,neutral
2582,curiosity
2583,neutral
2584,curiosity
2585,approval
2586,admiration
2587,approval
2588,realization
2589,gratitude
2590,approval
2591,disapproval
2592,annoyance
2593,excitement
2594,admiration
2595,realization
2596,neutral
2597,fear
2598,fear
2599,optimism
2600,neutral
2601,approval
2602,curiosity
2603,neutral
2604,confusion
2605,realization
2606,realization
2607,neutral
2608,neutral
2609,curiosity
2610,confusion
2611,approval
2612,curiosity
2613,approval
2614,neutral
2615,neutral
2616,neutral
2617,neutral
2618,approval
2619,admiration
2620,neutral
2621,neutral
2622,neutral
2623,curiosity
2624,fear
2625,neutral
2626,approval
2627,neutral
2628,neutral
2629,admiration
2630,curiosity
2631,realization
2632,admiration
2633,admiration
2634,gratitude
2635,neutral
2636,neutral
2637,admiration
2638,love
2639,approval
2640,approval
2641,neutral
2642,fear
2643,curiosity
2644,realization
2645,curiosity
2646,admiration
2647,joy
2648,neutral
2649,desire
2650,admiration
2651,neutral
2652,neutral
2653,caring
2654,caring
2655,neutral
2656,neutral
2657,realization
2658,caring
2659,neutral
2660,neutral
2661,caring
2662,excitement
2663,realization
2664,neutral
2665,neutral
2666,caring
2667,caring
2668,neutral
2669,realization
2670,realization
2671,approval
2672,neutral
2673,neutral
2674,approval
2675,neutral
2676,neutral
2677,neutral
2678,neutral
2679,neutral
2680,neutral
2681,optimism
2682,neutral
2683,neutral
2684,admiration
2685,curiosity
2686,optimism
2687,surprise
2688,curiosity
2689,admiration
2690,neutral
2691,approval
2692,confusion
2693,admiration
2694,confusion
2695,approval
2696,neutral
2697,neutral
2698,annoyance
2699,curiosity
2700,optimism
2701,optimism
2702,neutral
2703,neutral
2704,neutral
2705,neutral
2706,confusion
2707,neutral
2708,amusement
2709,curiosity
2710,approval
2711,neutral
2712,neutral
2713,approval
2714,joy
2715,realization
2716,sadness
2717,approval
2718,neutral
2719,neutral
2720,excitement
2721,admiration
2722,curiosity
2723,approval
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,amusement
2729,approval
2730,approval
2731,neutral
2732,approval
2733,fear
2734,neutral
2735,realization
2736,neutral
2737,realization
2738,admiration
2739,neutral
2740,annoyance
2741,neutral
2742,fear
2743,curiosity
2744,realization
2745,neutral
2746,neutral
2747,neutral
2748,admiration
2749,neutral
2750,curiosity
2751,neutral
2752,neutral
2753,neutral
2754,excitement
2755,approval
2756,approval
2757,disappointment
2758,neutral
2759,admiration
2760,neutral
2761,curiosity
2762,optimism
2763,approval
2764,fear
2765,neutral
2766,curiosity
2767,approval
2768,admiration
2769,amusement
2770,neutral
2771,neutral
2772,neutral
2773,neutral
2774,neutral
2775,realization
2776,gratitude
2777,neutral
2778,realization
2779,curiosity
2780,optimism
2781,pride
2782,neutral
2783,caring
2784,neutral
2785,realization
2786,amusement
2787,neutral
2788,curiosity
2789,admiration
2790,neutral
2791,neutral
2792,disapproval
2793,realization
2794,curiosity
2795,neutral
2796,neutral
2797,curiosity
2798,admiration
2799,approval
2800,approval
2801,approval
2802,surprise
2803,neutral
2804,neutral
2805,admiration
2806,realization
2807,neutral
2808,sadness
2809,neutral
2810,neutral
2811,neutral
2812,neutral
2813,realization
2814,annoyance
2815,disappointment
2816,love
2817,neutral
2818,excitement
2819,love
2820,anger
2821,realization
2822,approval
2823,confusion
2824,admiration
2825,amusement
2826,neutral
2827,annoyance
2828,neutral
2829,optimism
2830,neutral
2831,neutral
2832,admiration
2833,optimism
2834,curiosity
2835,admiration
2836,love
2837,realization
2838,love
2839,neutral
2840,curiosity
2841,neutral
2842,realization
2843,neutral
2844,approval
2845,confusion
2846,realization
2847,approval
2848,disappointment
2849,neutral
2850,neutral
2851,surprise
2852,amusement
2853,neutral
2854,surprise
2855,neutral
2856,neutral
2857,curiosity
2858,neutral
2859,curiosity
2860,neutral
2861,approval
2862,neutral
2863,approval
2864,neutral
2865,neutral
2866,approval
2867,approval
2868,neutral
2869,admiration
2870,neutral
2871,neutral
2872,neutral
2873,neutral
2874,annoyance
2875,admiration
2876,caring
2877,neutral
2878,admiration
2879,curiosity
2880,approval
2881,neutral
2882,neutral
2883,approval
2884,admiration
2885,curiosity
2886,disappointment
2887,gratitude
2888,joy
2889,neutral
2890,amusement
2891,neutral
2892,caring
2893,surprise
2894,caring
2895,neutral
2896,neutral
2897,amusement
2898,neutral
2899,approval
2900,approval
2901,neutral
2902,amusement
2903,realization
2904,neutral
2905,neutral
2906,curiosity
2907,curiosity
2908,neutral
2909,neutral
2910,neutral
2911,realization
2912,approval
2913,disapproval
2914,curiosity
2915,neutral
2916,admiration
2917,neutral
2918,neutral
2919,curiosity
2920,admiration
2921,admiration
2922,excitement
2923,admiration
2924,neutral
2925,approval
2926,neutral
2927,curiosity
2928,neutral
2929,optimism
2930,confusion
2931,neutral
2932,neutral
2933,neutral
2934,relief
2935,admiration
2936,approval
2937,optimism
2938,neutral
2939,surprise
2940,love
2941,neutral
2942,admiration
2943,curiosity
2944,realization
2945,neutral
2946,realization
2947,neutral
2948,excitement
2949,curiosity
2950,neutral
2951,gratitude
2952,curiosity
2953,curiosity
2954,gratitude
2955,excitement
2956,surprise
2957,realization
2958,realization
2959,admiration
2960,approval
2961,neutral
2962,neutral
2963,joy
2964,admiration
2965,gratitude
2966,neutral
2967,admiration
2968,approval
2969,neutral
2970,neutral
2971,neutral
2972,realization
2973,neutral
2974,realization
2975,neutral
2976,disapproval
2977,neutral
2978,approval
2979,neutral
2980,admiration
2981,admiration
2982,neutral
2983,admiration
2984,approval
2985,neutral
2986,caring
2987,excitement
2988,optimism
2989,neutral
2990,neutral
2991,neutral
2992,annoyance
2993,neutral
2994,curiosity
2995,curiosity
2996,approval
2997,approval
2998,curiosity
2999,curiosity
3000,optimism
3001,realization
3002,confusion
3003,neutral
3004,caring
3005,realization
3006,disapproval
3007,neutral
3008,neutral
3009,approval
3010,annoyance
3011,admiration
3012,realization
3013,neutral
3014,excitement
3015,neutral
3016,approval
3017,disapproval
3018,fear
3019,neutral
3020,admiration
3021,admiration
3022,admiration
3023,disappointment
3024,neutral
3025,neutral
3026,love
3027,neutral
3028,approval
3029,approval
3030,admiration
3031,admiration
3032,joy
3033,surprise
3034,realization
3035,admiration
3036,curiosity
3037,neutral
3038,neutral
3039,sadness
3040,curiosity
3041,love
3042,sadness
3043,admiration
3044,admiration
3045,neutral
3046,admiration
3047,neutral
3048,desire
3049,curiosity
3050,neutral
3051,neutral
3052,confusion
3053,curiosity
3054,approval
3055,neutral
3056,disapproval
3057,excitement
3058,admiration
3059,neutral
3060,admiration
3061,anger
3062,neutral
3063,admiration
3064,realization
3065,admiration
3066,disapproval
3067,caring
3068,neutral
3069,neutral
3070,admiration
3071,neutral
3072,admiration
3073,admiration
3074,neutral
3075,neutral
3076,neutral
3077,excitement
3078,neutral
3079,curiosity
3080,neutral
3081,optimism
3082,neutral
3083,sadness
3084,love
3085,caring
3086,curiosity
3087,realization
3088,neutral
3089,curiosity
3090,neutral
3091,surprise
3092,neutral
3093,disappointment
3094,neutral
3095,realization
3096,neutral
3097,neutral
3098,neutral
3099,neutral
3100,admiration
3101,approval
3102,neutral
3103,admiration
3104,neutral
3105,curiosity
3106,neutral
3107,neutral
3108,neutral
3109,disappointment
3110,neutral
3111,fear
3112,neutral
3113,realization
3114,neutral
3115,neutral
3116,approval
3117,caring
3118,admiration
3119,neutral
3120,admiration
3121,curiosity
3122,annoyance
3123,approval
3124,curiosity
3125,neutral
3126,neutral
3127,curiosity
3128,desire
3129,admiration
3130,curiosity
3131,admiration
3132,neutral
3133,neutral
3134,neutral
3135,excitement
3136,admiration
3137,curiosity
3138,neutral
3139,optimism
3140,disapproval
3141,neutral
3142,annoyance
3143,neutral
3144,approval
3145,neutral
3146,admiration
3147,curiosity
3148,neutral
3149,neutral
3150,confusion
3151,approval
3152,admiration
3153,curiosity
3154,approval
3155,neutral
3156,caring
3157,neutral
3158,optimism
3159,approval
3160,joy
3161,caring
3162,approval
3163,neutral
3164,approval
3165,neutral
3166,neutral
3167,approval
3168,approval
3169,neutral
3170,neutral
3171,neutral
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,realization
3177,curiosity
3178,optimism
3179,surprise
3180,admiration
3181,approval
3182,admiration
3183,fear
3184,neutral
3185,curiosity
3186,neutral
3187,joy
3188,curiosity
3189,admiration
3190,confusion
3191,approval
3192,neutral
3193,curiosity
3194,neutral
3195,neutral
3196,curiosity
3197,annoyance
3198,confusion
3199,neutral
3200,neutral
3201,neutral
3202,approval
3203,neutral
3204,excitement
3205,realization
3206,surprise
3207,curiosity
3208,amusement
3209,neutral
3210,admiration
3211,neutral
3212,approval
3213,neutral
3214,curiosity
3215,neutral
3216,neutral
3217,neutral
3218,confusion
3219,confusion
3220,approval
3221,admiration
3222,fear
3223,curiosity
3224,admiration
3225,optimism
3226,confusion
3227,love
3228,annoyance
3229,neutral
3230,neutral
3231,surprise
3232,neutral
3233,curiosity
3234,neutral
3235,neutral
3236,neutral
3237,neutral
3238,neutral
3239,realization
3240,approval
3241,admiration
3242,admiration
3243,amusement
3244,gratitude
3245,joy
3246,neutral
3247,neutral
3248,approval
3249,curiosity
3250,annoyance
3251,confusion
3252,sadness
3253,neutral
3254,approval
3255,annoyance
3256,joy
3257,neutral
3258,neutral
